0, 0, Header, 1, 10, 120
1, 0, Start_track
1, 0, Time_signature, 2, 2, 24, 8
1, 0, Key_signature, 1, "major"
1, 0, Tempo, 521739
1, 6840, Tempo, 535714
1, 6900, Tempo, 571428
1, 6930, Tempo, 600000
1, 6960, Tempo, 625000
1, 7200, Tempo, 521739
1, 7200, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Title_t, "Flauti"
2, 0, Program_c, 0, 73
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 10, 64
2, 0, Control_c, 0, 91, 100
2, 0, Control_c, 0, 93, 30
2, 3840, Note_on_c, 0, 67, 100
2, 4080, Note_on_c, 0, 67, 0
2, 4080, Note_on_c, 0, 66, 100
2, 4140, Note_on_c, 0, 66, 0
2, 4140, Note_on_c, 0, 67, 100
2, 4200, Note_on_c, 0, 67, 0
2, 4200, Note_on_c, 0, 69, 100
2, 4320, Note_on_c, 0, 69, 0
2, 4320, Note_on_c, 0, 64, 100
2, 4560, Note_on_c, 0, 64, 0
2, 4560, Note_on_c, 0, 62, 100
2, 4800, Note_on_c, 0, 62, 0
2, 6240, Note_on_c, 0, 69, 100
2, 6480, Note_on_c, 0, 69, 0
2, 6480, Note_on_c, 0, 62, 100
2, 6720, Note_on_c, 0, 62, 0
2, 6720, Note_on_c, 0, 72, 100
2, 6960, Note_on_c, 0, 72, 0
2, 6960, Note_on_c, 0, 72, 100
2, 7020, Note_on_c, 0, 72, 0
2, 7020, Note_on_c, 0, 71, 100
2, 7140, Note_on_c, 0, 71, 0
2, 7140, Note_on_c, 0, 69, 100
2, 7200, Note_on_c, 0, 69, 0
2, 7200, Note_on_c, 0, 71, 100
2, 7680, Note_on_c, 0, 71, 0
2, 7680, Note_on_c, 0, 64, 100
2, 7920, Note_on_c, 0, 64, 0
2, 7920, Note_on_c, 0, 66, 100
2, 7980, Note_on_c, 0, 66, 0
2, 7980, Note_on_c, 0, 67, 100
2, 8100, Note_on_c, 0, 67, 0
2, 8100, Note_on_c, 0, 69, 100
2, 8160, Note_on_c, 0, 69, 0
2, 8160, Note_on_c, 0, 62, 100
2, 8400, Note_on_c, 0, 62, 0
